,f(x),p(x),f(x)-p(x)
0,0.14285714285714285,0.14285714285716208,-1.9234613901630837e-14
1,0.1558846453624318,0.1558796363073599,5.009055071891755e-06
2,0.1706484641638225,0.17060650048173034,4.19636820921665e-05
3,0.18744142455482665,0.18757450572406892,-0.0001330811692422662
4,0.20661157024793386,0.20656431165746525,4.7258590468612915e-05
5,0.22857142857142856,0.2283997540424076,0.00017167452902097646
6,0.2538071065989848,0.25384728108005944,-4.017448107462851e-05
7,0.28288543140028294,0.283108099554567,-0.00022266815428406694
8,0.3164556962025316,0.31652807961325,-7.238341071841292e-05
9,0.35523978685612784,0.35503303308817824,0.00020675376794959677
10,0.4,0.3997609464322745,0.00023905356772552233
11,0.4514672686230249,0.4514931038143063,-2.583519128140921e-05
12,0.5102040816326532,0.5104813085025359,-0.0002772268698827407
13,0.5763688760806917,0.5765987179829184,-0.00022984190222674616
14,0.6493506493506496,0.6492949112755867,5.5738075062872205e-05
15,0.7272727272727273,0.7270083412934755,0.0002643859792518244
16,0.806451612903226,0.8062566095410578,0.00019500336216815572
17,0.8810572687224671,0.8810843102493838,-2.704152691668238e-05
18,0.9433962264150942,0.9435320431203237,-0.00013581670522944123
19,0.9852216748768474,0.9852876712088113,-6.599633196391341e-05
20,1.0,0.9999999999999992,7.771561172376096e-16
21,0.9852216748768472,0.9852876712088133,-6.599633196613386e-05
22,0.9433962264150942,0.943532043120326,-0.0001358167052317727
23,0.8810572687224668,0.8810843102493836,-2.70415269167934e-05
24,0.8064516129032255,0.8062566095410554,0.00019500336217015413
25,0.7272727272727273,0.7270083412934727,0.00026438597925459995
26,0.6493506493506493,0.6492949112755855,5.5738075063871406e-05
27,0.5763688760806915,0.5765987179829198,-0.00022984190222830048
28,0.5102040816326529,0.5104813085025375,-0.0002772268698846281
29,0.45146726862302466,0.45149310381430574,-2.5835191281076142e-05
30,0.4,0.39976094643227217,0.0002390535677278538
31,0.35523978685612784,0.3550330330881756,0.0002067537679522613
32,0.3164556962025316,0.3165280796132506,-7.238341071896803e-05
33,0.2828854314002828,0.2831080995545699,-0.00022266815428706455
34,0.25380710659898464,0.2538472810800601,-4.017448107546118e-05
35,0.22857142857142856,0.2283997540424042,0.00017167452902436264
36,0.20661157024793386,0.2065643116574641,4.7258590469750894e-05
37,0.1874414245548266,0.1875745057240739,-0.00013308116924728997
38,0.17064846416382248,0.17060650048172865,4.196368209383183e-05
39,0.15588464536243177,0.15587963630736065,5.009055071114599e-06
40,0.14285714285714285,0.1428571428571237,1.915134717478395e-14
